season,player,cricsheet_identifier,cricinfo_id,unique_name,full_name,country,born,age,batting_style,bowling_style,playing_role
2011,S Badrinath,3576e47e,26806,S Badrinath,Subramaniam Badrinath,India,"August 30, 1980, Madras (now Chennai), Tamil Nadu",41y 10m 25d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2011,S Dhawan,0a476045,28235,S Dhawan,Shikhar Dhawan,India,"December 05, 1985, Delhi",36y 7m 20d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Opening Batter
2011,S Ladda,fb693839,317292,S Ladda,Sarabjit Ladda,India,"July 10, 1986, Patiala",36y 0m 15d 0H 0M 0S,Right hand Bat,Legbreak,Bowler
2011,S Nadeem,9d80c5e1,31872,S Nadeem,Shahbaz Nadeem,India,"August 12, 1989, Bokaro, Bihar",32y 11m 13d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Bowler
2011,S Rana,c4c374d9,556537,Sneh Rana,Sneh Rana,India,"February 18, 1994, Dehra Dun, Uttarakhand",28y 5m 7d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowling Allrounder
2011,S Rana,90edaaa9,33757,S Rana,Sachin Rana,India,"September 18, 1984, Gurgaon, Haryana",37y 10m 7d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,S Randiv,f5f18a18,50438,S Randiv,Hewa Kaluhalamullage Suraj Randiv Kaluhalamulla,Sri Lanka,"January 30, 1985, Matara",37y 5m 25d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2011,S Sohal,3fca55af,228943,S Sohal,Sunny Sohal,U.S.A.,"November 10, 1987, Mohali, Punjab, India",34y 8m 15d 0H 0M 0S,Right hand Bat,Legbreak,Batter
2011,S Sreesanth,6b8eb6e5,34274,S Sreesanth,Shanthakumaran Sreesanth,India,"February 06, 1983, Kothamangalam, Kerala",39y 5m 19d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2011,S Sriram,64a4c383,34118,S Sriram,Sridharan Sriram,India,"February 21, 1976, Madras (now Chennai), Tamil Nadu",46y 5m 4d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
2011,SA Asnodkar,ae091d39,26782,SA Asnodkar,Swapnil Ashok Asnodkar,India,"March 29, 1984, Porvorim, Goa, India",38y 3m 26d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2011,SB Jakati,c8179c68,29655,SB Jakati,Shadab Bashir Jakati,India,"November 27, 1980, Vasco da Gama, Goa",41y 7m 28d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2011,SB Styris,57efa3be,38407,SB Styris,Scott Bernard Styris,New Zealand,"July 10, 1975, Brisbane, Queensland, Australia",47y 0m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,SB Wagh,dddca1d6,279552,SB Wagh,Shrikant Bhaskar Wagh,India,"October 09, 1988, Chikhli",33y 9m 16d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Allrounder
2011,SC Ganguly,725529bc,28779,SC Ganguly,Sourav Chandidas Ganguly,India,"July 08, 1972, Calcutta (now Kolkata), Bengal",50y 0m 17d 0H 0M 0S,Left hand Bat,Right arm Medium,Batter
2011,SD Chitnis,facb9086,337916,SD Chitnis,Siddharth Dilip Chitnis,India,"May 06, 1987, Bombay (now Mumbai), Maharashtra",35y 2m 19d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2011,SE Marsh,508a1ea7,6683,SE Marsh,Shaun Edward Marsh,Australia,"July 09, 1983, Narrogin, Western Australia",39y 0m 16d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Top order Batter
2011,Shakib Al Hasan,7dc35884,56143,Shakib Al Hasan,Shakib Al Hasan,Bangladesh,"March 24, 1987, Magura, Jessore",35y 4m 1d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2011,SJ Srivastava,2049f3a0,34245,SJ Srivastava,Shalabh Jagdishprasad Srivastava,India,"September 22, 1981, Allahabad, Uttar Pradesh",40y 10m 3d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowler
2011,SK Raina,1dc12ab9,33335,SK Raina,Suresh Kumar Raina,India,"November 27, 1986, Muradnagar, Ghaziabad, Uttar Pradesh",35y 7m 28d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2011,SK Trivedi,3d7e087f,35353,SK Trivedi,Siddharth Kishorkumar Trivedi,India,"September 04, 1982, Ahmedabad, Gujarat",39y 10m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,SK Warne,bb18be76,8166,SK Warne,Shane Keith Warne,Australia,"September 13, 1969, Ferntree Gully, Victoria",52y 10m 12d 0H 0M 0S,Right hand Bat,Legbreak Googly,Bowler
2011,SL Malinga,a12e1d51,49758,SL Malinga,Separamadu Lasith Malinga,Sri Lanka,"August 28, 1983, Galle",38y 10m 27d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,SP Goswami,541f85c9,302579,SP Goswami,Shreevats Pratyush Goswami,India,"May 18, 1989, Calcutta (now Kolkata), Bengal",33y 2m 7d 0H 0M 0S,Left hand Bat,NA,Wicketkeeper Batter
2011,SR Tendulkar,d2c2b2d5,35320,SR Tendulkar,Sachin Ramesh Tendulkar,India,"April 24, 1973, Bombay (now Mumbai), Maharashtra",49y 3m 1d 0H 0M 0S,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter
2011,SR Watson,4329fbb5,8180,SR Watson,Shane Robert Watson,Australia,"June 17, 1981, Ipswich, Queensland",41y 1m 8d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2011,SS Mundhe,0af3426f,279862,SS Mundhe,Shrikant Shrihari Mundhe,India,"October 27, 1988, Nanded",33y 8m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,SS Tiwary,709b0bac,35390,SS Tiwary,Saurabh Sunil Tiwary,India,"December 30, 1989, Jamshedpur, Bihar",32y 6m 25d 0H 0M 0S,Left hand Bat,NA,Top order Batter
2011,STR Binny,bd17b45f,27223,STR Binny,Stuart Terence Roger Binny,India,"June 03, 1984, Bangalore, Karnataka",38y 1m 22d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,Sunny Singh,30e37810,35282,Sunny Singh,Sunny Singh,India,"December 18, 1986, Bhiwani",35y 7m 7d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Batter
2011,SW Tait,addfb70e,8076,SW Tait,Shaun William Tait,Australia,"February 22, 1983, Bedford Park, Adelaide, South Australia",39y 5m 3d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,TD Paine,5748e866,7252,TD Paine,Timothy David Paine,Australia,"December 08, 1984, Hobart, Tasmania",37y 7m 17d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2011,TG Southee,13c35c9e,232364,TG Southee,Timothy Grant Southee,New Zealand,"December 11, 1988, Whangarei, Northland",33y 7m 14d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2011,TL Suman,aaa1b522,34281,TL Suman,Tirumalasetti Laxminarayana Suman,India,"December 15, 1983, Hyderabad, Andhra Pradesh",38y 7m 10d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2011,TM Dilshan,5bdcdb72,48472,TM Dilshan,Tillakaratne Mudiyanselage Dilshan,Sri Lanka,"October 14, 1976, Kalutara",45y 9m 11d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2011,TR Birt,d2d4bb0a,4292,TR Birt,Travis Rodney Birt,Australia,"December 09, 1981, Sale, Victoria",40y 7m 16d 0H 0M 0S,Left hand Bat,Right arm Medium,Middle order Batter
2011,UBT Chand,0c94f480,446499,UBT Chand,Unmukt Bharat Thakur Chand,India,"March 26, 1993, Delhi",29y 3m 29d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2011,UT Yadav,cc1e8c68,376116,UT Yadav,Umeshkumar Tilak Yadav,India,"October 25, 1987, Nagpur, Maharashtra",34y 9m 0d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,V Kohli,ba607b88,253802,V Kohli,Virat Kohli,India,"November 05, 1988, Delhi",33y 8m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2011,V Sehwag,8ba8195d,35263,V Sehwag,Virender Sehwag,India,"October 20, 1978, Delhi",43y 9m 5d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2011,VR Aaron,0a3d54b9,360911,VR Aaron,Varun Raymond Aaron,India,"October 29, 1989, Singhbhum, Bihar (now Jharkhand)",32y 8m 26d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2011,VS Malik,5f26df4f,31738,VS Malik,Vikramjeet Singh Malik,India,"May 09, 1983, Vishakapatnam (Andhra)",39y 2m 16d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2011,VVS Laxman,de8cce37,30750,VVS Laxman,Vangipurappu Venkata Sai Laxman,India,"November 01, 1974, Hyderabad, Andhra Pradesh",47y 8m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2011,WD Parnell,3a60e0b5,265564,WD Parnell,Wayne Dillon Parnell,South Africa,"July 30, 1989, Port Elizabeth, Cape Province",32y 11m 25d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Bowler
2011,WP Saha,fe11caa6,279810,WP Saha,Wriddhiman Prasanta Saha,India,"October 24, 1984, Shaktigarh",37y 9m 1d 0H 0M 0S,Right hand Bat,NA,Wicketkeeper Batter
2011,Y Gnaneswara Rao,bae11797,28830,Y Gnaneswara Rao,Yalaka Gnaneswara Rao,India,"August 25, 1984, Visakhapatnam, Andhra Pradesh",37y 11m 0d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2011,Y Nagar,662c47a6,317786,Y Nagar,Yogesh Nagar,India,"January 06, 1990, Wazirabad, Delhi",32y 6m 19d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2011,Y Venugopal Rao,fe763256,35805,Y Venugopal Rao,Yalaka Venugopal Rao,India,"February 26, 1982, Visakhapatnam, Andhra Pradesh",40y 4m 29d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2011,YK Pathan,3c6ffae8,32498,YK Pathan,Yusuf Khan Pathan,India,"November 17, 1982, Baroda, Gujarat",39y 8m 8d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2011,Yuvraj Singh,1c914163,36084,Yuvraj Singh,Yuvraj Singh,India,"December 12, 1981, Chandigarh",40y 7m 13d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Middle order Batter
2011,Z Khan,91a4a398,30102,Z Khan,Zaheer Khan,India,"October 08, 1978, Shrirampur, Maharashtra",43y 9m 17d 0H 0M 0S,Right hand Bat,Left arm Fast medium,Bowler
2012,A Ashish Reddy,1c2a64cd,389605,A Ashish Reddy,Ammana Ashish Reddy,India,"February 24, 1991, Secunderabad",31y 5m 1d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2012,A Chandila,99b202b3,27783,A Chandila,Ajit Chandila,India,"December 05, 1983, Faridabad, Haryana",38y 7m 20d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2012,A Mishra,0942d272,31730,Aditya Mishra,Aditya Mishra,U.S.A.,"June 11, 1981, New Delhi, India",41y 1m 14d 0H 0M 0S,Right hand Bat,Legbreak Googly,NA
2012,A Mishra,6b19d823,31107,A Mishra,Amit Mishra,India,"November 24, 1982, Delhi",39y 8m 1d 0H 0M 0S,Right hand Bat,Legbreak,Bowler
2012,A Mithun,66cf56a5,310958,A Mithun,Abhimanyu Mithun,India,"October 25, 1989, Bangalore",32y 9m 0d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,A Nehra,96fd40ae,31820,A Nehra,Ashish Nehra,India,"April 29, 1979, Delhi",43y 2m 26d 0H 0M 0S,Right hand Bat,Left arm Medium fast,Bowler
2012,A Singh,5b040b81,26789,A Singh,Amit Singh,India,"June 21, 1981, Bidar, Karnataka",41y 1m 4d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2012,AA Chavan,29d72eb2,337913,AA Chavan,Ankeet Anil Chavan,India,"October 28, 1985, Bombay (now Mumbai), Maharashtra",36y 8m 27d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Batter
2012,AA Jhunjhunwala,2815fe50,29702,AA Jhunjhunwala,Abhishek Arunkumar Jhunjhunwala,India,"December 01, 1982, Calcutta (now Kolkata), Bengal",39y 7m 24d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batter
2012,AB Agarkar,fa463154,26184,AB Agarkar,Ajit Bhalchandra Agarkar,India,"December 04, 1977, Bombay (now Mumbai), Maharashtra",44y 7m 21d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2012,AB de Villiers,c4487b84,44936,AB de Villiers,Abraham Benjamin de Villiers,South Africa,"February 17, 1984, Pretoria",38y 5m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2012,AB Dinda,66b30f71,227712,AB Dinda,Ashok Bhimchandra Dinda,India,"March 25, 1984, Medinipur, Calcutta (now Kolkata)",38y 4m 0d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2012,AB McDonald,16043342,6553,AB McDonald,Andrew Barry McDonald,Australia,"June 05, 1981, Wodonga, Victoria",41y 1m 20d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2012,AC Blizzard,1efb8a28,4498,AC Blizzard,Aiden Craig Blizzard,Australia,"June 27, 1984, Shepparton, Victoria",38y 0m 28d 0H 0M 0S,Left hand Bat,Left arm Medium,Batter
2012,AC Gilchrist,2b6e6dec,5390,AC Gilchrist,Adam Craig Gilchrist,Australia,"November 14, 1971, Bellingen, New South Wales",50y 8m 11d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter
2012,AC Thomas,b552a935,47569,AC Thomas,Alfonso Clive Thomas,South Africa,"February 09, 1977, Cape Town, Cape Province",45y 5m 16d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2012,AD Mascarenhas,3edb58fc,16932,AD Mascarenhas,Adrian Dimitri Mascarenhas,England,"October 30, 1977, Chiswick, Middlesex",44y 8m 25d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2012,AD Mathews,896d78ad,49764,AD Mathews,Angelo Davis Mathews,Sri Lanka,"June 02, 1987, Colombo",35y 1m 23d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2012,AD Russell,bbd41817,276298,AD Russell,Andre Dwayne Russell,West Indies,"April 29, 1988, Jamaica",34y 2m 26d 0H 0M 0S,Right hand Bat,Right arm Fast,Allrounder
2012,AG Murtaza,ef5da05c,26490,AG Murtaza,Ali Ghulam Murtaza,India,"January 01, 1990, Allahabad, Uttar Pradesh",32y 6m 24d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2012,AJ Finch,b8d490fd,5334,AJ Finch,Aaron James Finch,Australia,"November 17, 1986, Colac, Victoria",35y 8m 8d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Top order Batter
2012,AL Menaria,8291f939,371150,AL Menaria,Ashok Lakshminarayan Menaria,India,"October 29, 1990, Udaipur, Rajasthan",31y 8m 26d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2012,AM Nayar,a45a5e8d,32091,AM Nayar,Abhishek Mohan Nayar,India,"October 08, 1983, Secunderabad, Hyderabad",38y 9m 17d 0H 0M 0S,Left hand Bat,Right arm Medium,Allrounder
2012,AM Rahane,29e95537,277916,AM Rahane,Ajinkya Madhukar Rahane,India,"June 06, 1988, Ashwi-KD, Maharashtra",34y 1m 19d 0H 0M 0S,Right hand Bat,Right arm Medium,Top order Batter
2012,AN Ahmed,2af1b6d2,228430,AN Ahmed,Abu Nechim Ahmed,India,"November 05, 1988, Guwahati, Assam",33y 8m 20d 0H 0M 0S,Right hand Bat,Right arm Medium fast,Bowler
2012,Anand Rajan,d2340a43,26797,Anand Rajan,Anand Rajan,India,"April 17, 1987, Nagpur, Maharashtra",35y 3m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,Ankit Sharma,24d94623,422992,Ankit Sharma,Ankit Nagendra Sharma,India,"April 20, 1991, Gwalior, Madhya Pradesh",31y 3m 5d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2012,AP Majumdar,f4cb4f53,31750,AP Majumdar,Anustup Prabir Majumdar,India,"April 30, 1984, Chandannagore, Hooghly, Bengal, India",38y 2m 25d 0H 0M 0S,Right hand Bat,Legbreak Googly,NA
2012,AT Rayudu,70d205c9,33141,AT Rayudu,Ambati Thirupathi Rayudu,India,"September 23, 1985, Guntur, Andhra Pradesh",36y 10m 2d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2012,AUK Pathan,3ae3f034,430401,AUK Pathan,Asad Ullah Khan Pathan,India,"June 17, 1984, Ankleshwar, Gujarat",38y 1m 8d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,Azhar Mahmood,9a158001,39024,Azhar Mahmood,Azhar Mahmood Sagar,Pakistan,"February 28, 1975, Rawalpindi, Punjab",47y 4m 27d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowling Allrounder
2012,B Chipli,5451a2c1,27685,B Chipli,Bharat Chipli,India,"January 27, 1983, Sagar, Shivmoga, Karantaka",39y 5m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2012,B Kumar,2e81a32d,326016,B Kumar,Bhuvneshwar Kumar Singh,India,"February 05, 1990, Meerut, Uttar Pradesh",32y 5m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,B Lee,dd09ff8e,6278,B Lee,Brett Lee,Australia,"November 08, 1976, Wollongong, New South Wales",45y 8m 17d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2012,BA Bhatt,dc4686e6,433410,BA Bhatt,Bhargav Ashok Bhatt,India,"May 13, 1990, Vadodara, Gujarat",32y 2m 12d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Bowler
2012,BB McCullum,b8a55852,37737,BB McCullum,Brendon Barrie McCullum,New Zealand,"September 27, 1981, Dunedin, Otago",40y 9m 28d 0H 0M 0S,Right hand Bat,"Right arm Medium, Right arm Offbreak",Wicketkeeper Batter
2012,BB Samantray,53f27a35,430125,BB Samantray,Biplab Bipin Samantray,India,"December 14, 1988, Cuttack, Orissa",33y 7m 11d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2012,Bipul Sharma,c18496e1,35928,Bipul Sharma,Bipul Sharma,India,"September 28, 1983, Amritsar, Punjab",38y 9m 27d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2012,BJ Hodge,b57f8a9a,5674,BJ Hodge,Bradley John Hodge,Australia,"December 29, 1974, Sandringham, Victoria",47y 6m 26d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Top order Batter
2012,BW Hilfenhaus,f3171936,5941,BW Hilfenhaus,Benjamin William Hilfenhaus,Australia,"March 15, 1983, Ulverstone, Tasmania",39y 4m 10d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2012,CA Lynn,45eda7c8,326637,CA Lynn,Christopher Austin Lynn,Australia,"April 10, 1990, Brisbane, Queensland",32y 3m 15d 0H 0M 0S,Right hand Bat,Slow Left arm Orthodox,Batter
2012,CA Pujara,d4f9dbd4,32540,CA Pujara,Cheteshwar Arvind Pujara,India,"January 25, 1988, Rajkot, Gujarat",34y 6m 0d 0H 0M 0S,Right hand Bat,Legbreak,Top order Batter
2012,CH Gayle,db584dad,51880,CH Gayle,Christopher Henry Gayle,West Indies,"September 21, 1979, Kingston, Jamaica",42y 10m 4d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Allrounder
2012,CJ Ferguson,9b4935c8,5236,CJ Ferguson,Callum James Ferguson,Australia,"November 21, 1984, North Adelaide, South Australia",37y 8m 4d 0H 0M 0S,Right hand Bat,Right arm Medium,Middle order Batter
2012,CJ McKay,94eac556,6903,CJ McKay,Clinton James McKay,Australia,"February 20, 1983, Melbourne, Victoria",39y 5m 5d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2012,CL White,d0513f63,8291,CL White,Cameron Leon White,Australia,"August 18, 1983, Bairnsdale, Victoria",38y 11m 7d 0H 0M 0S,Right hand Bat,Legbreak Googly,Middle order Batter
2012,DA Miller,d67d5f00,321777,DA Miller,David Andrew Miller,South Africa,"June 10, 1989, Pietermaritzburg, Natal",33y 1m 15d 0H 0M 0S,Left hand Bat,Right arm Offbreak,Middle order Batter
2012,DA Warner,dcce6f09,219889,DA Warner,David Andrew Warner,Australia,"October 27, 1986, Paddington, New South Wales",35y 8m 28d 0H 0M 0S,Left hand Bat,Legbreak,Opening Batter
2012,DAJ Bracewell,2e9fdf9b,362541,DAJ Bracewell,Douglas Andrew John Bracewell,New Zealand,"September 28, 1990, Tauranga, Bay of Plenty",31y 9m 27d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Bowler
2012,DB Das,7050a1e7,328163,DB Das,Debabrata Baidya Das,India,"September 22, 1986, Siliguri, Bengal",35y 10m 3d 0H 0M 0S,Right hand Bat,Legbreak Googly,Top order Batter
2012,DB Ravi Teja,b720a5d6,237701,DB Ravi Teja,Dwaraka Bhamidipati Ravi Teja,India,"September 05, 1987, Kakinada, Andhra Pradesh",34y 10m 20d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2012,DE Bollinger,45c2196c,4508,DE Bollinger,Douglas Erwin Bollinger,Australia,"July 24, 1981, Baulkham Hills, Sydney, New South Wales",41y 0m 1d 0H 0M 0S,Left hand Bat,Left arm Fast medium,Bowler
2012,DH Yagnik,063b3673,36071,DH Yagnik,Dishant Harendra Yagnik,India,"June 22, 1983, Banswara, Rajasthan",39y 1m 3d 0H 0M 0S,Left hand Bat,NA,Wicketkeeper
2012,DJ Bravo,87e562a9,51439,DJ Bravo,Dwayne John Bravo,West Indies,"October 07, 1983, Santa Cruz, Trinidad",38y 9m 18d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2012,DJ Harris,39f82db3,5583,DJ Harris,Daniel Joseph Harris,Australia,"December 31, 1979, North Adelaide, South Australia",42y 6m 25d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2012,DJ Hussey,fd835ab3,5766,DJ Hussey,David John Hussey,Australia,"July 15, 1977, Mt Lawley, Perth, Western Australia",45y 0m 10d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
2012,DJ Jacobs,a84468fe,45782,DJ Jacobs,David Johan Jacobs,South Africa,"November 04, 1982, Klerksdorp, Transvaal",39y 8m 21d 0H 0M 0S,Right hand Bat,Right arm Medium,Wicketkeeper Batter
2012,DL Vettori,d7c6af50,38710,DL Vettori,Daniel Luca Vettori,New Zealand,"January 27, 1979, Auckland",43y 5m 28d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2012,DPMD Jayawardene,d18f9182,49289,DPMD Jayawardene,Denagamage Proboth Mahela de Silva Jayawardene,Sri Lanka,"May 27, 1977, Colombo",45y 1m 28d 0H 0M 0S,Right hand Bat,Right arm Medium,Batter
2012,DR Smith,a09dd2ae,20236,David Smith,David Robert Smith,England,"October 05, 1934, Fishponds, Bristol",87y 9m 20d 0H 0M 0S,Right hand Bat,Right arm Medium,NA
2012,DR Smith,35205dfc,53118,DR Smith,Dwayne Romel Smith,West Indies,"April 12, 1983, Storey Gap, Codrington Hill, St Michael, Barbados",39y 3m 13d 0H 0M 0S,Right hand Bat,Right arm Medium,Allrounder
2012,DS Kulkarni,d2a989fc,277955,DS Kulkarni,Dhawal Sunil Kulkarni,India,"December 10, 1988, Bombay (now Mumbai), Maharashtra",33y 7m 15d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,DT Christian,2a2e6343,4864,DT Christian,Daniel Trevor Christian,Australia,"May 04, 1983, Camperdown, Sydney, New South Wales",39y 2m 21d 0H 0M 0S,Right hand Bat,Right arm Fast medium,Allrounder
2012,DW Steyn,8fd1a8f5,47492,DW Steyn,Dale Willem Steyn,South Africa,"June 27, 1983, Phalaborwa",39y 0m 28d 0H 0M 0S,Right hand Bat,Right arm Fast,Bowler
2012,F du Plessis,3355b542,44828,F du Plessis,Francois du Plessis,South Africa,"July 13, 1984, Pretoria",38y 0m 12d 0H 0M 0S,Right hand Bat,Legbreak,Middle order Batter
2012,G Gambhir,bb345e0b,28763,G Gambhir,Gautam Gambhir,India,"October 14, 1981, Delhi",40y 9m 11d 0H 0M 0S,Left hand Bat,Legbreak,Top order Batter
2012,GB Hogg,f708a0bc,5681,GB Hogg,George Bradley Hogg,Australia,"February 06, 1971, Narrogin, Western Australia",51y 5m 19d 0H 0M 0S,Left hand Bat,Left arm Wrist spin,Allrounder
2012,GJ Maxwell,b681e71e,325026,GJ Maxwell,Glenn James Maxwell,Australia,"October 14, 1988, Kew, Melbourne, Victoria",33y 9m 11d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Batting Allrounder
2012,Gurkeerat Singh,6eb146d2,537124,Gurkeerat Singh,Gurkeerat Rupinder Singh,India,"June 29, 1990, Muktsar, Punjab",32y 0m 26d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Middle order Batter
2012,Harbhajan Singh,8b5b6769,29264,Harbhajan Singh,Harbhajan Singh,India,"July 03, 1980, Jullundur (now Jalandhar), Punjab",42y 0m 22d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Bowler
2012,Harmeet Singh,2a72fd4f,391128,Harmeet Singh,Harmeet Singh Bansal,India,"October 09, 1987, Jodhpur, Rajasthan",34y 9m 16d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,Harmeet Singh,0bf15e52,422847,Harmeet Singh (2),Harmeet Singh,India,"September 07, 1992, Mumbai",29y 10m 18d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,NA
2012,Harpreet Singh,28c78fb3,340854,Harpreet Singh,Harpreet Singh Bhatia,India,"August 11, 1991, Durg, Madhya Pradesh",30y 11m 14d 0H 0M 0S,Left hand Bat,Right arm Medium,Batter
2012,HH Gibbs,e1d1b294,45224,HH Gibbs,Herschelle Herman Gibbs,South Africa,"February 23, 1974, Green Point, Cape Town, Cape Province",48y 5m 2d 0H 0M 0S,Right hand Bat,Right arm Bowler,Opening Batter
2012,HV Patel,f986ca1a,390481,HV Patel,Harshal Vikram Patel,India,"November 23, 1990, Sanand, Gujarat",31y 8m 2d 0H 0M 0S,Right hand Bat,Right arm Medium,Bowler
2012,IK Pathan,5fa06777,32685,IK Pathan,Irfan Khan Pathan,India,"October 27, 1984, Baroda, Gujarat",37y 8m 28d 0H 0M 0S,Left hand Bat,Left arm Medium fast,Allrounder
2012,Iqbal Abdulla,85aae393,277237,Iqbal Abdulla,Sayed Iqbal Abdulla,India,"December 02, 1989, Azamgarh",32y 7m 23d 0H 0M 0S,Left hand Bat,Slow Left arm Orthodox,Allrounder
2012,IR Jaggi,dded65e7,279554,IR Jaggi,Ishank Rajiv Jaggi,India,"January 27, 1989, Bacheli",33y 5m 28d 0H 0M 0S,Right hand Bat,Legbreak Googly,Batter
2012,J Botha,7c503806,44149,J Botha,Johan Botha,South Africa,"May 02, 1982, Johannesburg, Transvaal",40y 2m 23d 0H 0M 0S,Right hand Bat,Right arm Offbreak,Allrounder
